ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
13,1005.6,1008.6,32.0,25.8,70,4.5,210,8.8,250,0.0,0.0,0.8,3.35,...,11,...
14,1005.2,1008.2,31.4,25.7,72,5.0,230,9.6,230,0.0,0.0,0.7,2.92,18.0,9,7.0
15,1004.9,1007.9,31.3,25.2,70,4.2,210,8.7,250,0.0,0.0,0.6,2.26,...,7,...
16,1004.7,1007.7,31.7,26.1,72,2.2,230,7.7,250,0.0,0.0,0.4,1.65,...,4,...
17,1004.8,1007.8,31.3,25.9,73,3.7,210,7.2,210,0.0,0.0,0.7,1.17,18.0,2,7.0
18,1004.9,1007.9,30.5,24.9,72,3.3,220,7.0,220,0.0,0.0,0.6,0.54,...,0,...
19,1005.2,1008.2,30.6,24.7,71,1.7,190,6.1,220,0.0,0.0,0.0,0.00,...,0,...
20,1005.8,1008.8,30.2,25.2,75,3.0,160,5.2,170,0.0,0.0,...,0.00,15.0,0,6.0
21,1006.2,1009.2,30.0,25.5,77,2.2,160,5.6,170,0.0,0.0,...,0.00,12.0,0,5.0
22,1006.2,1009.2,29.8,25.4,77,2.0,160,4.0,160,0.0,0.0,...,0.00,...,0,...
23,1005.7,1008.7,29.5,25.4,79,2.3,150,4.8,140,0.0,0.0,...,0.00,15.0,0,3.0
24,1005.1,1008.1,29.3,25.3,79,2.8,160,4.5,150,0.0,0.0,...,0.00,...,0,...
01,1004.7,1007.7,29.2,25.1,79,2.7,150,5.1,170,0.0,0.0,...,0.00,...,0,...
02,1004.8,1007.8,29.1,25.2,80,2.0,140,4.7,160,0.0,0.0,...,0.00,15.0,0,4.0
03,1004.8,1007.9,28.4,24.8,81,2.3,120,4.8,120,0.0,0.0,...,0.00,...,0,...
04,1005.2,1008.3,28.0,24.1,79,1.9,110,4.1,120,0.0,0.0,...,0.00,...,0,...
05,1005.6,1008.7,28.0,23.6,77,2.5,100,4.3,100,0.0,0.0,...,0.00,20.0,0,7.0
06,1005.4,1008.5,28.3,23.7,76,1.4,100,4.4,110,0.0,0.0,0.0,0.00,...,0,...
07,1005.7,1008.8,28.1,24.1,79,2.1,110,3.8,110,T,0.2,0.1,0.02,...,0,...
08,1005.8,1008.8,29.9,25.5,77,2.1,140,3.9,100,0.0,0.0,0.5,0.90,12.0,1,8.0
09,1006.0,1009.0,30.5,24.9,72,2.5,170,4.5,130,0.0,0.0,0.6,1.67,12.0,3,8.0
10,1005.9,1008.9,31.1,24.4,68,2.8,230,6.5,190,0.0,0.0,0.8,2.45,...,7,...
11,1005.9,1008.9,31.6,25.4,70,2.6,230,6.4,250,0.0,0.0,0.3,2.17,12.0,7,9.0
12,1005.7,1008.7,31.0,24.8,70,4.2,210,8.9,240,0.0,0.0,0.6,2.86,...,10,...
13,1005.2,1008.2,32.2,24.6,64,3.8,200,7.0,200,0.0,0.0,0.6,3.06,...,11,...
14,1004.5,1007.5,32.5,24.6,63,4.1,210,7.2,220,0.0,0.0,0.9,3.39,12.0,11,6.0
15,1004.4,1007.4,31.2,24.7,68,3.0,210,6.3,260,0.0,0.0,0.6,2.25,...,7,...
16,1004.1,1007.1,32.5,25.0,65,1.7,220,5.8,280,0.0,0.0,0.5,1.62,...,3,...
17,1003.9,1006.9,31.0,24.8,70,3.7,230,5.7,230,0.0,0.0,0.7,1.19,12.0,2,5.0
18,1004.2,1007.2,30.7,24.8,71,3.2,210,6.8,230,0.0,0.0,1.0,0.61,...,0,...
19,1004.8,1007.8,30.5,24.9,72,1.9,210,6.0,220,0.0,0.0,0.0,0.00,...,0,...
20,1005.0,1008.0,30.1,24.6,72,2.6,210,4.1,200,0.0,0.0,...,0.00,12.0,0,1.0
21,1005.1,1008.1,30.0,25.5,77,2.3,160,4.3,170,0.0,0.0,...,0.00,10.0,0,2.0
22,1005.3,1008.3,29.8,25.3,77,2.2,160,3.9,170,0.0,0.0,...,0.00,...,0,...
23,1005.3,1008.3,29.7,24.7,75,2.0,160,4.2,150,0.0,0.0,...,0.00,10.0,0,1.0
24,1005.3,1008.3,29.7,25.0,76,3.0,190,5.2,190,0.0,0.0,...,0.00,...,0,...
01,1005.0,1008.0,29.7,25.0,76,2.8,190,5.7,170,0.0,0.0,...,0.00,...,0,...
02,1004.7,1007.7,29.6,25.2,77,2.5,170,5.6,190,0.0,0.0,...,0.00,10.0,0,3.0
03,1004.7,1007.7,29.4,26.3,83,2.6,150,4.8,190,0.0,0.0,...,0.00,...,0,...
04,1004.9,1007.9,29.5,24.8,76,2.7,160,6.9,180,0.0,0.0,...,0.00,...,0,...
05,1005.2,1008.3,29.2,24.5,76,2.5,160,5.3,140,0.0,0.0,...,0.00,10.0,0,6.0
06,1005.2,1008.3,28.1,23.1,74,3.1,100,6.5,140,0.0,0.0,0.0,0.00,...,0,...
07,1005.5,1008.6,28.9,24.3,76,2.2,120,5.0,110,0.0,0.0,0.2,0.24,...,0,...
08,1005.8,1008.9,28.6,24.4,78,0.8,130,4.8,100,T,0.5,0.0,0.27,12.0,1,8.0
09,1006.3,1009.3,30.5,25.1,73,3.7,210,6.5,210,T,0.1,0.1,0.66,15.0,2,9.0
10,1006.5,1009.5,31.5,25.3,70,3.7,220,7.9,180,0.0,0.0,0.7,2.04,...,6,...
11,1006.3,1009.3,31.3,25.3,71,4.6,230,8.8,250,0.0,0.0,0.8,3.07,12.0,9,8.0
12,1005.9,1008.9,31.4,25.4,71,2.5,210,7.2,230,0.0,0.0,0.2,1.27,...,5,...
13,1005.3,1008.3,32.5,25.4,66,2.6,220,6.6,280,0.0,0.0,0.9,4.05,...,13,...
14,1004.8,1007.8,32.3,24.8,65,2.9,250,6.8,240,0.0,0.0,0.7,3.05,15.0,9,8.0
15,1004.5,1007.5,32.2,23.9,62,3.6,240,6.8,250,0.0,0.0,1.0,3.08,...,8,...
16,1004.0,1007.0,32.1,25.0,66,2.1,220,5.9,240,0.0,0.0,0.9,2.08,...,4,...
17,1004.5,1007.5,31.2,24.8,69,3.7,240,6.2,220,0.0,0.0,0.9,1.32,15.0,2,4.0
18,1005.1,1008.1,30.8,24.4,69,2.1,230,6.8,240,0.0,0.0,0.9,0.58,...,0,...
19,1005.6,1008.6,30.7,24.8,71,2.0,230,5.5,220,0.0,0.0,0.1,0.20,...,0,...
20,1005.4,1008.4,30.2,24.5,72,2.0,210,4.5,240,0.0,0.0,...,0.00,15.0,0,2.0
21,1005.4,1008.4,30.0,24.3,72,1.9,140,2.9,220,0.0,0.0,...,0.00,15.0,0,0.0
22,1005.8,1008.8,29.8,24.5,73,1.6,160,3.3,120,0.0,0.0,...,0.00,...,0,...
23,1005.8,1008.8,29.5,25.0,77,1.8,140,3.1,170,0.0,0.0,...,0.00,12.0,0,5.0
24,1005.9,1008.9,29.6,25.5,79,2.2,160,3.5,150,0.0,0.0,...,0.00,...,0,...
01,1006.3,1009.3,29.7,25.3,77,2.6,200,5.1,200,0.0,0.0,...,0.00,...,0,...
02,1005.9,1008.9,29.6,24.6,75,2.4,190,5.7,190,0.0,0.0,...,0.00,12.0,0,2.0
03,1005.9,1009.0,28.8,24.6,78,2.4,120,5.2,200,0.0,0.0,...,0.00,...,0,...
04,1006.0,1009.1,28.6,24.2,77,2.7,100,4.1,110,0.0,0.0,...,0.00,...,0,...
05,1006.4,1009.5,28.3,24.3,79,0.9,120,4.5,100,2.0,0.1,...,0.00,10.0,0,7.0
06,1006.7,1009.8,28.1,24.6,81,1.3,110,3.0,110,0.0,0.0,0.0,0.00,...,0,...
07,1007.0,1010.1,29.1,26.0,83,1.4,110,2.8,90,0.0,0.0,0.2,0.22,...,0,...
08,1007.4,1010.4,30.3,25.9,77,0.9,130,3.0,140,0.0,0.0,0.9,1.24,10.0,2,7.0
09,1007.5,1010.5,30.5,25.8,76,2.0,270,5.1,290,0.0,0.0,0.6,1.62,10.0,3,9.0
10,1007.4,1010.4,30.5,26.7,80,1.1,300,7.9,300,1.5,0.3,0.3,1.37,...,4,...
11,1007.0,1010.0,32.0,26.1,71,2.6,260,5.7,250,0.0,0.0,0.6,2.50,12.0,8,6.0
12,1006.7,1009.7,31.9,24.9,67,3.2,260,7.1,250,0.0,0.0,0.7,2.94,...,10,...
13,1006.3,1009.3,32.0,25.1,67,4.0,270,7.6,230,0.0,0.0,0.7,3.08,...,10,...
14,1005.9,1008.9,32.7,26.1,68,3.9,280,6.9,280,0.0,0.0,0.9,3.36,12.0,11,7.0
15,1005.4,1008.4,32.1,25.2,67,3.7,270,7.7,250,0.0,0.0,0.9,2.79,...,7,...
16,1005.1,1008.1,31.8,25.5,69,3.1,270,7.8,250,0.0,0.0,0.9,2.03,...,4,...
17,1004.8,1007.8,30.9,24.7,70,4.1,270,6.8,280,0.0,0.0,0.8,1.14,12.0,2,7.0
18,1005.1,1008.1,30.3,24.9,73,3.6,280,6.3,260,0.0,0.0,0.3,0.34,...,0,...
19,1005.6,1008.6,30.1,24.8,73,1.8,270,4.9,290,0.0,0.0,0.0,0.00,...,0,...
20,1006.1,1009.1,30.1,24.6,72,2.0,260,5.2,250,0.0,0.0,...,0.00,15.0,0,2.0
21,1007.0,1010.0,29.9,25.0,75,1.7,230,3.5,290,0.0,0.0,...,0.00,15.0,0,3.0
22,1007.3,1010.4,29.8,25.4,77,1.9,180,3.0,200,0.0,0.0,...,0.00,...,0,...
23,1007.3,1010.4,29.7,25.3,77,2.2,190,3.5,190,0.0,0.0,...,0.00,15.0,0,6.0
24,1006.9,1010.0,29.6,25.0,76,1.9,160,3.6,180,0.0,0.0,...,0.00,...,0,...
01,1006.6,1009.7,29.4,25.2,78,1.3,150,3.3,170,0.0,0.0,...,0.00,...,0,...
02,1006.1,1009.2,29.1,25.2,80,1.1,150,2.7,150,0.0,0.0,...,0.00,12.0,0,5.0
03,1006.3,1009.4,29.1,25.2,80,1.0,160,2.3,140,0.0,0.0,...,0.00,...,0,...
04,1006.5,1009.6,29.1,25.1,79,0.8,160,2.8,170,0.0,0.0,...,0.00,...,0,...
05,1006.9,1010.0,29.5,24.7,75,2.6,250,5.0,240,0.0,0.0,...,0.00,12.0,0,7.0
06,1007.3,1010.4,29.4,25.1,78,2.3,280,4.2,230,0.0,0.0,0.0,0.00,...,0,...
07,1007.5,1010.6,29.3,25.6,81,2.2,300,4.6,290,0.0,0.0,0.0,0.00,...,0,...
08,1007.7,1010.8,29.5,25.5,79,1.9,280,4.2,270,0.0,0.0,0.0,0.00,15.0,1,8.0
09,1008.1,1011.1,30.5,25.0,73,2.3,260,4.5,280,0.0,0.0,0.3,1.03,15.0,3,7.0
10,1008.0,1011.0,31.2,25.3,71,2.7,260,6.8,260,0.0,0.0,0.2,1.38,...,4,...
11,1007.9,1010.9,31.3,24.4,67,3.7,240,6.4,300,0.0,0.0,0.3,2.17,10.0,7,7.0
12,1007.7,1010.7,32.7,25.5,66,3.7,280,7.5,300,0.0,0.0,0.9,3.80,...,12,...
13,1007.7,1010.7,32.8,25.2,64,3.2,280,7.2,250,0.0,0.0,0.4,2.84,...,9,...
14,1006.9,1009.9,32.9,24.6,62,3.3,270,8.0,290,0.0,0.0,1.0,3.36,25.0,10,7.0
15,1006.4,1009.4,32.1,24.4,64,4.7,300,8.6,280,0.0,0.0,1.0,2.98,...,8,...
16,1006.3,1009.3,32.2,24.0,62,3.3,290,7.0,290,0.0,0.0,1.0,2.35,...,4,...
17,1005.9,1008.9,31.5,24.9,68,3.1,270,5.8,290,0.0,0.0,1.0,1.41,25.0,2,3.0
18,1005.9,1008.9,30.8,24.5,69,2.1,290,4.6,290,0.0,0.0,0.9,0.56,...,0,...
19,1006.4,1009.4,30.3,24.3,70,2.2,270,4.1,270,0.0,0.0,0.0,0.00,...,0,...
20,1006.9,1009.9,29.9,24.6,73,2.9,290,4.7,300,0.0,0.0,...,0.00,12.0,0,2.0
21,1007.5,1010.6,29.9,24.5,73,2.1,280,4.4,250,0.0,0.0,...,0.00,15.0,0,2.0
22,1007.9,1011.0,29.7,24.6,74,1.6,210,3.0,210,0.0,0.0,...,0.00,...,0,...
23,1008.1,1011.2,29.4,25.0,77,1.5,220,3.7,230,0.0,0.0,...,0.00,15.0,0,3.0
24,1007.7,1010.8,29.5,24.7,75,1.8,180,2.8,180,0.0,0.0,...,0.00,...,0,...
01,1007.4,1010.5,29.4,24.8,76,0.5,190,2.7,200,0.0,0.0,...,0.00,...,0,...
02,1006.9,1010.0,29.1,24.6,77,1.2,140,2.5,140,0.0,0.0,...,0.00,15.0,0,1.0
03,1006.7,1009.8,28.8,24.7,79,0.1,0,1.9,170,0.0,0.0,...,0.00,...,0,...
04,1006.5,1009.6,28.9,24.7,78,0.6,220,1.5,180,0.0,0.0,...,0.00,...,0,...
05,1006.6,1009.7,28.8,24.7,79,0.8,160,1.5,150,0.0,0.0,...,0.00,15.0,0,2.0
06,1006.9,1010.0,28.7,24.9,80,0.6,150,1.6,170,0.0,0.0,0.0,0.00,...,0,...
07,1007.4,1010.5,29.5,25.6,80,0.9,150,1.9,140,0.0,0.0,1.0,0.45,...,0,...
08,1007.7,1010.8,29.9,24.6,73,1.6,210,3.3,210,0.0,0.0,0.6,1.05,15.0,1,8.0
09,1007.7,1010.7,30.4,24.6,71,1.8,220,4.6,190,0.0,0.0,0.3,1.09,20.0,3,8.0
10,1007.8,1010.8,31.3,24.8,68,2.9,210,5.4,220,0.0,0.0,0.9,2.83,...,7,...
11,1007.8,1010.8,32.7,25.3,65,2.8,230,6.5,220,0.0,0.0,0.8,2.94,20.0,9,6.0
12,1007.6,1010.6,32.5,25.2,66,3.3,220,6.9,180,0.0,0.0,1.0,3.88,...,12,...
13,1007.0,1010.0,32.8,25.8,67,3.3,220,7.8,230,0.0,0.0,0.9,3.85,...,12,...
14,1006.5,1009.5,32.7,25.2,65,3.4,210,7.3,200,0.0,0.0,0.9,3.31,15.0,10,6.0
15,1006.3,1009.3,31.5,25.1,69,3.8,220,7.6,230,0.0,0.0,0.9,2.80,...,7,...
16,1006.3,1009.3,31.9,24.4,65,3.8,220,8.1,240,0.0,0.0,0.9,2.23,...,4,...
17,1006.7,1009.7,30.8,24.9,71,3.5,240,8.0,240,0.0,0.0,0.7,1.18,20.0,2,8.0
18,1006.7,1009.7,31.0,24.6,69,2.8,270,7.0,250,0.0,0.0,0.5,0.48,...,0,...
19,1006.9,1009.9,30.1,24.0,70,2.4,260,6.4,240,0.0,0.0,0.0,0.00,...,0,...
20,1007.0,1010.0,29.9,23.5,69,3.1,240,5.7,230,0.0,0.0,...,0.00,20.0,0,8.0
21,1007.6,1010.7,29.9,23.9,70,1.5,280,5.0,240,0.0,0.0,...,0.00,20.0,0,5.0
22,1007.8,1010.9,29.9,24.1,71,1.9,300,3.8,300,0.0,0.0,...,0.00,...,0,...
23,1008.0,1011.1,29.8,23.7,70,0.5,30,2.6,270,0.0,0.0,...,0.00,20.0,0,5.0
24,1007.5,1010.6,29.6,23.7,71,0.4,130,2.7,70,0.0,0.0,...,0.00,...,0,...
01,1007.4,1010.5,29.2,23.8,73,1.1,90,3.1,80,0.0,0.0,...,0.00,...,0,...
02,1007.2,1010.3,28.9,23.9,74,1.5,110,3.0,60,0.0,0.0,...,0.00,20.0,0,2.0
03,1006.9,1010.0,28.8,23.6,74,0.9,120,2.9,100,0.0,0.0,...,0.00,...,0,...
04,1006.5,1009.6,28.4,23.8,76,0.9,160,2.0,150,0.0,0.0,...,0.00,...,0,...
05,1006.7,1009.8,28.3,23.8,77,1.5,140,2.6,140,0.0,0.0,...,0.00,20.0,0,4.0
06,1007.1,1010.2,28.6,23.8,75,1.1,140,2.4,140,0.0,0.0,0.0,0.00,...,0,...
07,1007.3,1010.4,29.4,24.6,75,1.0,170,2.6,140,0.0,0.0,1.0,0.57,...,0,...
08,1007.7,1010.8,29.6,23.7,71,2.2,240,4.1,270,0.0,0.0,0.5,0.91,20.0,1,4.0
09,1008.0,1011.0,31.4,25.0,69,2.6,220,4.9,250,0.0,0.0,0.7,1.97,20.0,4,8.0
10,1008.1,1011.1,33.1,24.3,60,2.0,250,5.6,220,0.0,0.0,0.9,3.11,...,7,...
11,1007.5,1010.5,32.8,24.5,62,2.1,200,6.1,210,0.0,0.0,1.0,3.58,20.0,10,5.0
12,1007.3,1010.3,32.3,24.8,65,2.4,230,6.3,240,0.0,0.0,0.9,3.52,...,12,...
13,1006.7,1009.7,32.7,23.7,59,3.7,260,7.0,250,0.0,0.0,0.9,3.54,...,11,...
14,1006.4,1009.4,32.3,23.9,61,4.9,230,7.4,250,0.0,0.0,1.0,3.50,20.0,10,5.0
15,1006.1,1009.1,31.8,24.8,67,3.8,250,7.4,260,0.0,0.0,0.9,2.99,...,7,...
16,1005.7,1008.7,31.4,24.6,67,4.0,250,8.5,240,0.0,0.0,0.8,2.14,...,4,...
17,1005.7,1008.7,31.2,24.8,69,3.4,260,7.1,280,0.0,0.0,0.9,1.32,20.0,2,4.0
18,1005.6,1008.6,31.0,24.4,68,3.2,290,6.1,300,0.0,0.0,0.8,0.53,...,0,...
19,1005.9,1008.9,30.2,24.5,72,2.5,280,5.1,280,0.0,0.0,0.0,0.00,...,0,...
20,1006.4,1009.4,29.9,24.6,73,1.9,260,4.1,260,0.0,0.0,...,0.00,20.0,0,4.0
21,1007.2,1010.3,29.8,24.7,74,2.0,250,4.3,280,0.0,0.0,...,0.00,15.0,0,2.0
22,1007.9,1011.0,29.8,24.9,75,1.3,250,4.0,230,0.0,0.0,...,0.00,...,0,...
23,1007.7,1010.8,29.9,24.3,72,1.7,300,3.8,210,0.0,0.0,...,0.00,15.0,0,2.0
24,1007.1,1010.2,29.6,24.3,73,1.1,240,3.0,250,0.0,0.0,...,0.00,...,0,...
01,1006.7,1009.8,29.6,24.3,73,0.6,240,3.0,210,0.0,0.0,...,0.00,...,0,...
02,1006.0,1009.1,29.1,24.3,75,0.2,0,2.3,170,0.0,0.0,...,0.00,15.0,0,2.0
03,1005.7,1008.8,28.5,24.3,78,2.3,70,3.5,70,0.0,0.0,...,0.00,...,0,...
04,1005.5,1008.6,28.4,24.2,78,1.9,70,3.4,70,0.0,0.0,...,0.00,...,0,...
05,1005.6,1008.7,28.4,24.2,78,0.1,0,2.6,70,0.0,0.0,...,0.00,30.0,0,2.0
06,1006.0,1009.1,28.4,24.3,79,0.6,150,2.0,100,0.0,0.0,0.0,0.00,...,0,...
07,1006.7,1009.8,29.5,25.0,77,0.2,0,2.0,140,0.0,0.0,1.0,0.45,...,0,...
08,1007.5,1010.5,30.9,24.8,70,1.5,170,3.9,170,0.0,0.0,1.0,1.38,20.0,1,4.0
09,1007.9,1010.9,30.7,24.6,70,2.6,250,4.8,230,0.0,0.0,0.8,2.00,15.0,3,6.0
10,1007.9,1010.9,30.7,24.5,70,4.1,230,7.0,200,0.0,0.0,0.4,1.67,...,5,...
11,1007.6,1010.6,31.2,24.5,68,3.4,230,7.3,220,0.0,0.0,0.7,2.83,20.0,9,7.0
12,1007.0,1010.0,31.9,24.2,64,3.5,230,6.6,230,0.0,0.0,0.9,3.58,...,11,...
13,1006.4,1009.4,32.3,24.5,64,3.5,220,7.7,260,0.0,0.0,0.8,3.54,...,11,...
14,1005.7,1008.7,32.3,24.4,63,3.5,260,7.9,240,0.0,0.0,0.8,3.42,20.0,9,7.0
15,1005.1,1008.1,31.9,23.7,62,3.8,260,7.5,220,0.0,0.0,0.9,2.70,...,7,...
16,1004.9,1007.9,32.1,23.7,61,3.8,250,7.6,290,0.0,0.0,1.0,2.28,...,4,...
17,1004.7,1007.7,31.1,24.4,68,3.8,270,7.3,290,0.0,0.0,0.9,1.38,20.0,2,4.0
18,1004.8,1007.8,30.6,23.9,68,2.3,270,7.1,270,0.0,0.0,0.8,0.56,...,0,...
19,1005.2,1008.2,30.2,23.7,68,2.4,290,5.1,230,0.0,0.0,0.0,0.00,...,0,...
20,1005.6,1008.6,29.9,24.5,73,2.5,290,3.7,280,0.0,0.0,...,0.00,20.0,0,4.0
21,1006.1,1009.1,29.7,24.2,72,1.2,280,3.5,300,0.0,0.0,...,0.00,20.0,0,2.0
22,1006.8,1009.8,29.9,24.5,73,1.8,180,3.0,190,0.0,0.0,...,0.00,...,0,...
23,1006.8,1009.8,29.9,23.5,69,1.3,180,2.7,200,0.0,0.0,...,0.00,20.0,0,4.0
24,1006.5,1009.5,29.9,23.7,69,1.2,230,2.5,200,0.0,0.0,...,0.00,...,0,...
01,1006.2,1009.2,29.7,23.7,70,1.1,210,2.7,180,0.0,0.0,...,0.00,...,0,...
02,1006.0,1009.0,29.5,24.0,72,0.8,200,2.0,200,0.0,0.0,...,0.00,20.0,0,2.0
03,1005.6,1008.7,28.8,23.9,75,1.5,90,2.9,80,0.0,0.0,...,0.00,...,0,...
04,1005.4,1008.5,29.0,23.9,74,0.3,70,3.3,70,0.0,0.0,...,0.00,...,0,...
05,1005.6,1008.7,28.9,24.0,75,1.5,180,2.4,170,0.0,0.0,...,0.00,20.0,0,4.0
06,1005.9,1009.0,28.9,24.1,75,0.8,210,2.0,190,0.0,0.0,0.0,0.00,...,0,...
07,1006.3,1009.4,29.5,24.4,74,1.4,300,2.9,280,0.0,0.0,0.4,0.02,...,0,...
08,1006.5,1009.5,30.2,24.2,70,0.7,360,2.0,340,0.0,0.0,0.0,0.54,15.0,1,7.0
09,1006.7,1009.7,30.6,23.9,68,2.0,210,4.1,220,0.0,0.0,0.4,1.21,13.0,3,6.0
10,1006.8,1009.8,32.2,24.0,62,2.3,260,5.2,260,0.0,0.0,0.9,2.61,...,6,...
11,1006.8,1009.8,32.1,24.9,66,2.5,250,6.0,210,0.0,0.0,0.9,3.32,13.0,10,5.0
12,1006.3,1009.3,31.8,24.3,65,3.4,220,6.8,210,0.0,0.0,0.9,3.69,...,11,...
13,1005.9,1008.9,32.6,24.3,62,3.4,270,7.1,230,0.0,0.0,1.0,3.87,...,12,...
14,1005.4,1008.4,31.8,24.2,64,3.5,230,8.1,240,0.0,0.0,0.8,2.97,13.0,9,5.0
15,1005.2,1008.2,31.8,24.6,66,4.3,260,9.5,210,0.0,0.0,0.9,2.90,...,7,...
16,1005.0,1008.0,31.9,23.9,63,2.8,250,9.0,250,0.0,0.0,1.0,2.49,...,4,...
17,1005.1,1008.1,31.5,23.2,62,1.8,230,6.8,230,0.0,0.0,1.0,1.32,13.0,1,5.0
18,1005.4,1008.4,31.1,22.8,61,1.9,300,4.9,240,0.0,0.0,0.7,0.51,...,0,...
19,1005.4,1008.4,30.5,22.8,64,2.4,220,4.4,230,0.0,0.0,0.0,0.00,...,0,...
20,1006.2,1009.2,30.1,23.5,68,0.9,220,4.6,250,0.0,0.0,...,0.00,20.0,0,3.0
21,1007.2,1010.3,29.1,22.0,66,2.2,80,4.6,90,0.0,0.0,...,0.00,20.0,0,2.0
22,1007.4,1010.5,29.3,22.0,65,0.9,100,4.2,70,0.0,0.0,...,0.00,...,0,...
23,1007.4,1010.5,29.2,22.3,66,1.5,110,3.1,120,0.0,0.0,...,0.00,20.0,0,0.0
24,1007.3,1010.4,29.0,22.3,67,2.1,110,3.4,100,0.0,0.0,...,0.00,...,0,...
01,1006.7,1009.8,29.0,22.2,67,1.2,120,2.9,120,0.0,0.0,...,0.00,...,0,...
02,1006.3,1009.4,27.9,21.5,68,1.1,80,3.6,60,0.0,0.0,...,0.00,20.0,0,0.0
03,1006.2,1009.3,28.2,21.5,67,0.5,70,2.9,90,0.0,0.0,...,0.00,...,0,...
04,1005.9,1009.0,27.9,21.2,67,1.1,80,2.5,60,0.0,0.0,...,0.00,...,0,...
05,1006.2,1009.3,27.6,20.9,67,0.9,70,3.2,70,0.0,0.0,...,0.00,15.0,0,0.0
06,1006.7,1009.8,27.8,21.0,67,0.4,30,1.8,90,0.0,0.0,0.0,0.00,...,0,...
07,1007.3,1010.4,28.5,21.6,66,1.4,80,2.8,90,0.0,0.0,1.0,0.42,...,0,...
08,1007.4,1010.5,29.4,23.8,72,0.2,0,3.1,60,0.0,0.0,1.0,1.33,15.0,2,2.0
09,1007.5,1010.5,32.1,23.3,60,0.6,160,2.3,130,0.0,0.0,1.0,2.15,20.0,4,4.0
10,1007.7,1010.7,31.4,24.1,65,2.4,210,4.8,220,0.0,0.0,0.4,1.85,...,5,...
11,1007.8,1010.8,33.0,24.2,60,2.5,260,5.8,210,0.0,0.0,0.7,2.56,20.0,8,4.0
12,1007.6,1010.6,32.2,24.0,62,3.8,240,6.9,230,0.0,0.0,0.9,3.40,...,11,...
13,1007.3,1010.3,33.2,24.6,61,3.4,270,6.4,270,0.0,0.0,1.0,3.90,...,12,...
14,1006.6,1009.6,33.1,23.7,58,3.1,270,7.7,290,0.0,0.0,1.0,3.54,20.0,10,3.0
15,1006.1,1009.1,32.7,23.8,60,2.9,260,5.7,220,0.0,0.0,1.0,2.95,...,7,...
16,1005.8,1008.8,33.1,23.2,56,2.9,270,5.8,240,0.0,0.0,1.0,2.16,...,4,...
17,1006.0,1009.0,32.2,22.0,55,2.8,260,5.8,250,0.0,0.0,1.0,1.39,20.0,2,3.0
18,1006.4,1009.4,31.1,21.8,58,2.3,240,5.3,260,0.0,0.0,0.8,0.49,...,0,...
19,1007.1,1010.1,30.8,22.7,62,1.6,250,4.7,190,0.0,0.0,0.0,0.00,...,0,...
20,1007.3,1010.3,30.4,23.0,65,0.6,240,3.0,230,0.0,0.0,...,0.00,20.0,0,4.0
21,1008.1,1011.1,31.0,22.8,62,1.0,220,3.0,230,0.0,0.0,...,0.00,20.0,0,7.0
22,1008.6,1011.6,30.7,22.9,63,1.1,150,3.2,140,0.0,0.0,...,0.00,...,0,...
23,1008.7,1011.7,30.5,23.0,64,1.2,150,2.3,140,0.0,0.0,...,0.00,20.0,0,4.0
24,1008.6,1011.6,30.3,23.2,66,1.2,10,2.5,360,0.0,0.0,...,0.00,...,0,...
01,1008.1,1011.2,30.0,22.8,65,1.7,20,3.4,10,0.0,0.0,...,0.00,...,0,...
02,1007.9,1011.0,29.8,22.9,67,1.3,20,3.0,10,0.0,0.0,...,0.00,20.0,0,3.0
03,1007.6,1010.7,29.7,23.0,67,1.8,360,3.3,350,0.0,0.0,...,0.00,...,0,...
04,1007.3,1010.4,29.3,23.0,69,1.8,10,3.0,360,0.0,0.0,...,0.00,...,0,...
05,1007.6,1010.7,29.1,23.1,70,1.4,350,3.6,360,0.0,0.0,...,0.00,20.0,0,1.0
06,1008.1,1011.2,28.7,23.0,71,2.2,360,4.1,360,0.0,0.0,0.0,0.00,...,0,...
07,1008.4,1011.5,29.6,23.7,71,2.8,360,4.4,360,0.0,0.0,0.9,0.46,...,0,...
08,1008.7,1011.7,30.7,23.9,67,2.3,350,4.4,10,0.0,0.0,1.0,1.27,13.0,1,6.0
09,1008.9,1011.9,31.9,24.0,63,0.8,360,3.3,340,0.0,0.0,1.0,2.09,12.0,4,6.0
10,1008.7,1011.7,33.0,23.8,59,1.4,310,4.2,210,0.0,0.0,1.0,2.66,...,6,...
11,1008.4,1011.4,33.5,23.5,56,2.3,210,5.1,170,0.0,0.0,0.4,1.97,15.0,7,6.0
12,1008.4,1011.4,33.3,24.0,58,2.8,220,6.2,220,0.0,0.0,1.0,3.57,...,10,...
13,1008.0,1011.0,33.3,24.6,60,3.2,250,6.8,200,0.0,0.0,1.0,3.57,...,10,...
14,1007.7,1010.7,33.4,25.6,64,3.7,270,7.5,280,0.0,0.0,1.0,3.38,15.0,9,8.0
15,1007.3,1010.3,32.8,25.3,65,3.3,270,7.8,240,0.0,0.0,1.0,2.85,...,7,...
16,1006.8,1009.8,32.6,25.2,65,3.5,270,7.6,300,0.0,0.0,1.0,2.16,...,4,...
